Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13A2_061_Line_Y_1km,MYD13A2_061_Sample_X_1km,MYD13A2_061__1_km_16_days_NDVI,MYD13A2_061__1_km_16_days_VI_Quality,MYD13A2_061__1_km_16_days_VI_Quality_bitmask,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
Turkiye,20,37.9,32.5,2019-06-18,h20v05,251.0,677.0,0.1798,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-07-04,h20v05,251.0,677.0,0.1754,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-07-20,h20v05,251.0,677.0,0.1007,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-08-05,h20v05,251.0,677.0,0.1938,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-08-21,h20v05,251.0,677.0,0.1073,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-09-06,h20v05,251.0,677.0,0.1569,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-09-22,h20v05,251.0,677.0,0.112,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-10-08,h20v05,251.0,677.0,0.1154,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Turkiye,20,37.9,32.5,2019-10-24,h20v05,251.0,677.0,0.1422,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-11-09,h20v05,251.0,677.0,0.0917,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-11-25,h20v05,251.0,677.0,0.1056,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2019-12-11,h20v05,251.0,677.0,0.0894,35221.0,0b1000100110010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Turkiye,20,37.9,32.5,2019-12-27,h20v05,251.0,677.0,0.0184,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-01-09,h20v05,251.0,677.0,0.1108,2517.0,0b0000100111010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-01-25,h20v05,251.0,677.0,0.1049,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-02-10,h20v05,251.0,677.0,0.0905,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-02-26,h20v05,251.0,677.0,0.1068,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-03-13,h20v05,251.0,677.0,0.116,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-03-29,h20v05,251.0,677.0,0.1531,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-04-14,h20v05,251.0,677.0,0.1477,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-04-30,h20v05,251.0,677.0,0.1849,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-05-16,h20v05,251.0,677.0,0.1964,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-06-01,h20v05,251.0,677.0,0.1815,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-06-17,h20v05,251.0,677.0,0.1054,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-07-03,h20v05,251.0,677.0,0.1679,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-07-19,h20v05,251.0,677.0,0.1838,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-08-04,h20v05,251.0,677.0,0.1703,2376.0,0b0000100101001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-08-20,h20v05,251.0,677.0,0.194,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-09-05,h20v05,251.0,677.0,0.1159,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-09-21,h20v05,251.0,677.0,0.1735,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-10-07,h20v05,251.0,677.0,0.1117,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-10-23,h20v05,251.0,677.0,0.1594,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-11-08,h20v05,251.0,677.0,0.1329,2517.0,0b0000100111010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-11-24,h20v05,251.0,677.0,0.1253,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-12-10,h20v05,251.0,677.0,0.076,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2020-12-26,h20v05,251.0,677.0,0.1209,2517.0,0b0000100111010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-01-09,h20v05,251.0,677.0,0.0937,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-01-25,h20v05,251.0,677.0,0.0779,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-02-10,h20v05,251.0,677.0,0.1046,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-02-26,h20v05,251.0,677.0,0.0972,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-03-14,h20v05,251.0,677.0,0.1096,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-03-30,h20v05,251.0,677.0,0.0988,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-04-15,h20v05,251.0,677.0,0.1458,2376.0,0b0000100101001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-05-01,h20v05,251.0,677.0,0.143,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-05-17,h20v05,251.0,677.0,0.1125,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-06-02,h20v05,251.0,677.0,0.1001,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-06-18,h20v05,251.0,677.0,0.1862,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-07-04,h20v05,251.0,677.0,0.1694,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-07-20,h20v05,251.0,677.0,0.1665,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-08-05,h20v05,251.0,677.0,0.1745,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-08-21,h20v05,251.0,677.0,0.1506,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-09-06,h20v05,251.0,677.0,0.0982,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-09-22,h20v05,251.0,677.0,0.1428,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-10-08,h20v05,251.0,677.0,0.1335,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-10-24,h20v05,251.0,677.0,0.1514,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-11-09,h20v05,251.0,677.0,0.1224,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-11-25,h20v05,251.0,677.0,0.0877,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-12-11,h20v05,251.0,677.0,0.1141,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2021-12-27,h20v05,251.0,677.0,0.0893,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-01-09,h20v05,251.0,677.0,0.1344,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-01-25,h20v05,251.0,677.0,-0.0123,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Turkiye,20,37.9,32.5,2022-02-10,h20v05,251.0,677.0,0.0774,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-02-26,h20v05,251.0,677.0,0.0951,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-03-14,h20v05,251.0,677.0,0.105,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-03-30,h20v05,251.0,677.0,0.0773,3550.0,0b0000110111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-04-15,h20v05,251.0,677.0,0.1109,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-05-01,h20v05,251.0,677.0,0.1488,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-05-17,h20v05,251.0,677.0,0.152,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-06-02,h20v05,251.0,677.0,0.1725,2376.0,0b0000100101001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-06-18,h20v05,251.0,677.0,0.1155,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-07-04,h20v05,251.0,677.0,0.1197,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-07-20,h20v05,251.0,677.0,0.1455,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-08-05,h20v05,251.0,677.0,0.18,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-08-21,h20v05,251.0,677.0,0.1848,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-09-06,h20v05,251.0,677.0,0.1366,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-09-22,h20v05,251.0,677.0,0.1299,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-10-08,h20v05,251.0,677.0,0.1458,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-10-24,h20v05,251.0,677.0,0.1383,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-11-09,h20v05,251.0,677.0,0.0863,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-11-25,h20v05,251.0,677.0,0.0971,35221.0,0b1000100110010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Turkiye,20,37.9,32.5,2022-12-11,h20v05,251.0,677.0,0.0982,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2022-12-27,h20v05,251.0,677.0,0.0911,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-01-09,h20v05,251.0,677.0,0.0935,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-01-25,h20v05,251.0,677.0,0.1728,34957.0,0b1000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Turkiye,20,37.9,32.5,2023-02-10,h20v05,251.0,677.0,0.0883,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-02-26,h20v05,251.0,677.0,0.096,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-03-14,h20v05,251.0,677.0,0.1196,2513.0,0b0000100111010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-03-30,h20v05,251.0,677.0,0.1326,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-04-15,h20v05,251.0,677.0,0.0978,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-05-01,h20v05,251.0,677.0,0.1417,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-05-17,h20v05,251.0,677.0,0.1983,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Turkiye,20,37.9,32.5,2023-06-02,h20v05,251.0,677.0,0.1289,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-06-18,h20v05,251.0,677.0,0.1775,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Turkiye,20,37.9,32.5,2023-07-04,h20v05,251.0,677.0,0.1383,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
